EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-1-18,53,43,32,50,30,22,89,67,42,30.16,30.10,29.99,10,9,6,15,9,23,0.14,2,Rain,304
2012-1-19,54,41,28,30,24,22,81,54,29,30.22,30.14,30.06,10,10,9,9,2,,0.00,2,,104
2012-1-20,55,48,42,54,45,30,100,86,50,30.12,30.05,29.99,10,5,0,6,1,,0.15,8,Fog-Rain,108
2012-1-21,62,55,48,58,54,46,94,88,77,30.06,29.95,29.89,10,7,0,24,7,38,1.14,7,Fog-Rain-Thunderstorm,255
2012-1-22,52,47,42,51,46,39,97,93,87,30.20,30.12,30.05,6,2,0,10,3,16,0.01,8,Fog-Rain,60
2012-1-23,50,46,42,48,44,39,96,92,87,30.13,30.05,30.00,10,2,0,10,5,21,0.08,8,Fog-Rain,85
2012-1-24,61,52,42,48,41,30,100,76,31,30.25,30.16,30.07,10,6,0,9,3,,0.00,3,Fog,303
2012-1-25,64,50,35,45,39,32,89,64,41,30.29,30.20,30.13,10,10,10,7,2,,0.00,3,,82
2012-1-26,69,61,53,59,55,45,100,86,61,30.12,29.93,29.71,10,6,0,16,5,25,0.00,8,Fog-Rain,151
2012-1-27,61,52,37,55,44,33,89,75,49,30.08,29.87,29.69,10,10,5,21,11,29,0.00,5,Rain,272
2012-1-28,60,46,33,38,32,17,92,63,37,30.31,30.19,30.07,10,9,4,16,4,24,0.00,0,,312
2012-1-29,53,40,28,21,15,5,72,40,16,30.45,30.39,30.32,10,10,10,12,5,,0.00,0,,310
2012-1-30,60,44,28,26,21,13,81,47,16,30.48,30.42,30.38,10,10,10,10,1,,0.00,0,,233
2012-1-31,64,48,33,36,27,16,78,49,16,30.43,30.35,30.29,10,10,7,9,2,,0.00,0,,164
2012-2-1,64,55,46,54,48,37,100,81,47,30.29,30.17,30.11,10,6,1,9,2,,0.15,7,Rain,195
2012-2-2,66,57,45,54,47,34,94,71,37,30.29,30.18,30.09,10,9,5,14,8,20,0.00,5,,295
2012-2-3,60,50,41,36,32,27,82,47,31,30.41,30.35,30.29,10,10,10,9,4,18,0.00,1,,87
2012-2-4,68,58,48,55,46,35,93,67,53,30.28,30.18,30.02,10,9,4,9,4,,0.10,8,Rain,112
2012-2-5,66,60,51,56,52,44,94,81,49,30.12,30.06,30.00,10,9,2,13,5,,0.00,6,,292
2012-2-6,55,50,42,45,41,37,89,72,57,30.23,30.17,30.12,10,10,7,9,3,,0.00,5,,61
2012-2-7,60,48,37,39,32,21,89,59,23,30.22,30.17,30.13,10,9,6,8,2,,0.00,0,,309
2012-2-8,57,49,39,32,30,28,65,51,36,30.26,30.19,30.14,10,10,10,18,7,26,0.00,3,,313
2012-2-9,52,44,35,31,28,25,79,58,38,30.32,30.25,30.21,10,10,8,10,6,,0.00,0,,308
2012-2-10,50,42,35,34,32,30,87,66,46,30.20,30.10,29.99,10,8,6,9,2,,0.00,5,,266
2012-2-11,45,34,23,34,20,5,70,54,38,30.38,30.09,29.90,10,10,10,28,15,38,0.00,4,,309
2012-2-12,39,29,19,12,7,5,57,42,27,30.47,30.39,30.30,10,10,10,16,12,25,0.00,0,,320
2012-2-13,53,38,23,28,14,10,69,40,18,30.34,30.23,30.13,10,10,8,8,4,,0.01,2,Rain,219
2012-2-14,46,42,37,40,37,33,93,84,76,30.16,30.08,30.02,9,6,4,8,2,,0.18,8,Rain,161
2012-2-15,64,48,33,41,36,30,100,76,37,30.24,30.17,30.12,10,5,0,7,1,,0.00,2,Fog,91
2012-2-16,59,52,46,54,48,41,94,87,64,30.17,30.11,30.06,10,5,0,12,2,,0.23,6,Fog-Rain,317
2012-2-17,64,52,41,46,41,36,93,69,36,30.16,30.09,30.05,10,9,7,8,4,,0.00,0,,317
2012-2-18,60,52,44,49,44,40,92,77,57,30.09,30.01,29.87,10,9,4,10,2,20,0.40,4,Rain,94
2012-2-19,52,44,37,49,43,32,94,88,76,30.03,29.80,29.68,10,6,2,17,7,29,0.12,7,Rain,16
2012-2-20,55,44,33,33,31,28,89,64,38,30.26,30.20,30.06,10,9,5,12,6,,0.00,0,,9
2012-2-21,62,52,41,47,38,31,80,64,51,30.27,30.16,30.05,10,10,10,14,6,21,0.01,4,Rain,188
2012-2-22,64,58,51,55,50,47,89,75,54,30.04,29.84,29.65,10,9,4,20,10,29,0.00,6,,220
2012-2-23,75,66,57,58,56,51,93,72,43,29.73,29.66,29.58,10,9,5,24,13,33,0.00,4,,221
2012-2-24,70,58,43,62,45,10,83,57,17,30.11,29.76,29.62,10,9,6,25,15,38,0.02,4,,262
2012-2-25,53,45,37,23,19,15,54,38,23,30.34,30.25,30.14,10,10,10,21,10,29,0.00,0,,297
2012-2-26,59,47,35,26,21,17,64,37,22,30.45,30.38,30.33,10,10,9,10,3,,0.00,1,,121
2012-2-27,64,54,44,47,43,28,93,75,40,30.43,30.38,30.31,10,7,2,6,2,,0.00,5,,49
2012-2-28,60,52,44,55,51,42,94,85,69,30.38,30.31,30.24,10,7,2,8,2,,0.22,7,Rain,108
2012-2-29,68,62,57,63,58,55,94,84,70,30.23,30.06,29.91,10,8,2,20,8,28,0.28,7,Rain-Thunderstorm,200
2012-3-1,75,67,59,61,57,47,94,79,36,29.97,29.91,29.83,10,9,5,15,9,21,0.01,5,Rain-Thunderstorm,232
2012-3-2,75,69,63,61,60,56,90,76,50,29.90,29.80,29.66,10,9,7,22,9,37,0.03,6,Rain-Thunderstorm,202
2012-3-3,66,56,46,63,47,23,94,74,32,29.86,29.74,29.64,10,6,1,23,13,34,2.53,7,Rain-Thunderstorm,269
2012-3-4,51,45,39,25,22,18,57,41,28,30.10,29.98,29.82,10,10,10,26,11,38,0.00,1,,287
2012-3-5,55,47,36,28,21,16,57,36,22,30.50,30.26,30.01,10,10,10,24,13,33,0.00,0,,297
2012-3-6,60,46,33,25,20,17,70,36,21,30.61,30.53,30.46,10,10,10,12,4,18,0.00,0,,109
2012-3-7,64,56,48,48,42,28,77,61,44,30.55,30.47,30.37,10,10,8,12,5,17,0.00,5,,104
2012-3-8,73,62,51,55,51,48,94,68,44,30.36,30.25,30.08,10,9,7,13,5,22,0.00,4,Rain,168
2012-3-9,60,53,46,57,47,27,94,77,35,30.33,30.21,30.15,10,8,2,17,7,24,0.56,6,Rain,308
2012-3-10,64,50,35,31,26,22,85,43,19,30.45,30.39,30.33,10,10,10,10,3,16,0.00,0,,80
2012-3-11,66,54,42,50,39,26,67,54,41,30.50,30.41,30.34,10,10,9,9,6,17,0.00,4,,87
2012-3-12,64,60,57,57,53,50,93,78,67,30.36,30.30,30.24,10,9,6,10,6,17,0.02,8,Rain,129
2012-3-13,75,65,57,63,58,55,96,87,57,30.27,30.23,30.16,10,7,2,6,1,,0.03,6,Rain-Thunderstorm,220
2012-3-14,81,66,53,62,53,49,100,80,35,30.29,30.22,30.15,10,4,0,5,1,17,0.00,2,Fog-Thunderstorm,265
2012-3-15,82,68,53,62,54,50,90,67,33,30.28,30.21,30.15,10,10,7,7,1,,0.03,1,Thunderstorm,320
2012-3-16,82,68,55,55,53,50,84,59,36,30.26,30.18,30.09,10,10,10,14,5,22,0.00,1,Thunderstorm,316
2012-3-17,82,68,57,56,54,50,87,65,37,30.26,30.18,30.12,10,10,9,10,3,16,0.00,3,,23
2012-3-18,82,70,59,57,53,48,87,57,30,30.29,30.19,30.12,10,9,6,6,1,,0.00,2,,62
2012-3-19,82,68,55,57,53,50,90,58,34,30.20,30.13,30.07,10,9,6,6,1,,0.00,0,,163
2012-3-20,82,71,60,57,54,51,83,57,35,30.16,30.10,30.06,10,9,6,12,3,21,0.00,1,,135
2012-3-21,77,68,60,59,56,54,90,69,50,30.23,30.16,30.11,10,9,7,13,5,18,0.00,4,,117
2012-3-22,77,70,64,61,60,57,88,74,53,30.21,30.16,30.08,10,9,4,9,5,,0.00,7,Rain-Thunderstorm,129
2012-3-23,73,68,64,63,61,57,90,78,63,30.12,30.04,29.93,10,9,6,20,5,25,0.01,7,,176
2012-3-24,73,63,53,61,52,39,90,66,33,29.95,29.88,29.78,10,10,6,15,7,24,0.02,5,Rain,248
2012-3-25,73,60,48,48,44,42,86,60,34,29.93,29.88,29.83,10,10,10,17,10,30,0.00,0,,308
2012-3-26,82,67,53,50,45,35,80,49,19,30.05,29.98,29.91,10,10,10,9,5,,0.00,0,,317
2012-3-27,77,66,54,47,43,37,77,47,30,30.26,30.15,30.03,10,10,10,9,3,16,0.00,0,,109
2012-3-28,81,68,55,56,51,44,94,65,31,30.21,30.13,30.01,10,8,4,16,4,21,0.00,2,,214
2012-3-29,80,67,55,55,52,49,78,57,37,30.03,29.98,29.90,10,10,7,13,4,21,0.00,1,,274
2012-3-30,81,68,54,61,56,47,94,74,36,29.99,29.92,29.86,10,9,3,14,4,23,0.00,4,Rain-Thunderstorm,197
2012-3-31,78,70,62,61,59,55,94,80,47,29.92,29.86,29.78,10,8,2,10,6,18,0.00,6,Rain,258
2012-4-1,82,68,54,58,53,47,90,58,33,29.92,29.83,29.78,10,10,9,14,5,17,0.00,0,,285
2012-4-2,86,74,62,61,58,54,84,60,35,29.89,29.81,29.76,10,10,8,14,6,23,0.00,1,,273
2012-4-3,86,74,63,63,59,49,90,68,29,29.95,29.90,29.81,10,8,2,12,3,17,0.37,4,Rain,226
2012-4-4,82,71,60,62,59,53,100,78,37,29.92,29.82,29.69,10,6,2,20,3,34,0.61,3,Rain-Thunderstorm,248
2012-4-5,73,66,61,61,57,51,90,73,49,29.75,29.70,29.64,10,10,8,12,6,,0.01,1,,256
2012-4-6,66,58,52,54,48,41,81,69,43,30.10,29.89,29.70,10,10,10,10,6,16,0.00,5,,48
2012-4-7,72,58,45,49,45,42,93,65,36,30.27,30.19,30.12,10,10,7,8,1,,0.00,2,,265
2012-4-8,77,62,50,49,46,42,89,57,32,30.21,30.14,30.06,10,10,9,15,5,21,0.00,0,,294
2012-4-9,78,65,52,44,34,21,66,36,12,30.13,30.06,29.99,10,10,10,13,8,21,0.00,0,,305
2012-4-10,78,64,50,49,41,37,68,47,26,30.08,30.01,29.96,10,10,10,20,7,29,0.00,1,,290
2012-4-11,64,55,46,36,23,16,44,30,17,30.13,30.06,29.98,10,10,10,20,12,28,0.00,0,,317
2012-4-12,64,52,41,36,27,22,66,41,23,30.26,30.19,30.13,10,10,7,8,3,17,0.00,0,,59
2012-4-13,73,58,42,40,35,29,85,48,20,30.22,30.18,30.15,10,10,7,6,1,,0.00,0,,342
2012-4-14,75,62,48,44,41,38,77,46,27,30.30,30.22,30.16,10,10,10,14,4,18,0.00,0,,157
2012-4-15,81,68,55,61,53,39,83,61,43,30.23,30.16,30.11,10,10,9,15,5,22,0.00,4,,174
2012-4-16,75,66,59,62,58,55,87,74,59,30.23,30.16,30.09,10,10,8,15,4,18,0.02,4,Rain,212
2012-4-17,81,70,59,63,60,57,94,79,45,30.21,30.11,30.04,10,7,0,13,3,30,0.56,4,Fog-Rain-Thunderstorm,294
2012-4-18,66,62,57,59,57,54,94,88,77,30.08,30.05,30.01,10,7,2,9,5,,0.99,8,Rain-Thunderstorm,35
2012-4-19,69,62,55,57,54,51,90,77,63,30.07,30.02,29.96,10,9,4,6,3,,0.00,8,,82
2012-4-20,69,64,59,58,56,55,90,81,68,30.00,29.93,29.83,10,8,3,7,4,,0.00,7,,107
2012-4-21,75,68,60,59,57,54,94,75,50,29.87,29.77,29.68,10,7,2,10,1,,0.00,6,Rain,356
2012-4-22,64,57,50,54,42,32,83,59,35,29.77,29.68,29.64,10,10,10,24,12,36,0.03,3,,314
2012-4-23,59,50,43,33,27,21,61,42,27,29.91,29.82,29.75,10,10,10,24,14,33,0.00,1,,311
2012-4-24,66,52,39,41,33,25,68,47,30,29.94,29.91,29.87,10,10,10,20,8,29,0.00,1,,275
2012-4-25,81,63,46,56,48,41,80,56,43,29.95,29.90,29.85,10,10,10,17,7,22,0.00,1,,229
2012-4-26,82,71,60,56,53,51,82,54,35,29.96,29.91,29.84,10,10,10,20,12,30,0.00,1,,236
2012-4-27,82,73,64,64,60,55,81,65,51,30.06,29.99,29.92,10,9,7,15,8,20,0.00,3,,222
2012-4-28,84,72,60,62,55,46,94,59,26,30.09,30.04,30.00,10,8,3,12,2,23,0.00,0,,218
2012-4-29,88,74,61,61,58,51,90,67,29,30.18,30.11,30.04,10,8,2,7,2,,0.00,3,,98
2012-4-30,89,74,61,62,58,56,90,58,35,30.15,30.08,30.04,10,10,7,8,2,16,0.00,1,,245
2012-5-1,88,78,69,63,61,59,76,59,39,30.17,30.07,30.00,10,10,9,8,3,,0.00,3,,171
2012-5-2,88,75,63,63,59,56,87,58,35,30.13,30.07,30.02,10,10,9,7,2,,0.00,1,,151
2012-5-3,84,75,66,64,61,57,81,65,44,30.12,30.08,30.04,10,10,9,15,2,21,0.00,1,,138
2012-5-4,84,75,66,65,63,60,90,74,46,30.16,30.06,29.97,10,9,2,7,2,,0.30,4,Rain,308
2012-5-5,88,76,64,66,63,60,90,66,41,30.00,29.93,29.86,10,9,5,12,4,20,0.00,0,,270
2012-5-6,89,76,66,64,61,57,87,64,37,30.01,29.93,29.86,10,9,2,10,3,,0.15,2,Rain-Thunderstorm,314
2012-5-7,79,72,66,66,63,61,88,75,56,30.02,29.95,29.88,10,9,6,9,4,,0.03,5,Rain-Thunderstorm,157
2012-5-8,81,73,66,67,63,61,94,78,52,29.97,29.90,29.81,10,9,2,15,5,18,0.13,5,Rain-Thunderstorm,182
2012-5-9,69,64,55,64,59,49,90,80,54,29.87,29.83,29.78,10,8,5,15,5,23,0.11,4,Rain,302
2012-5-10,73,62,50,51,45,40,92,58,30,29.96,29.91,29.86,10,10,7,14,4,28,0.00,0,,323
2012-5-11,77,64,50,48,46,42,86,52,32,30.14,30.08,29.98,10,10,10,10,3,18,0.00,0,,76
2012-5-12,77,69,63,62,57,47,88,68,48,30.31,30.21,30.14,10,9,6,14,4,18,0.02,5,Rain,129
2012-5-13,66,62,57,63,59,55,94,89,75,30.20,30.11,29.99,10,5,2,12,4,17,1.01,8,Rain,126
2012-5-14,80,72,64,63,62,60,94,80,52,30.00,29.96,29.88,10,9,2,10,5,17,0.02,6,Rain,195
2012-5-15,79,70,60,64,60,57,100,77,50,30.02,29.96,29.91,10,8,0,10,2,,0.00,4,Fog,279
2012-5-16,82,72,61,61,57,52,93,63,38,29.98,29.94,29.89,10,10,8,14,4,21,0.00,1,,313
2012-5-17,84,70,59,62,56,52,87,64,34,30.00,29.94,29.89,10,9,7,15,2,25,0.01,2,Rain-Thunderstorm,41
2012-5-18,80,70,62,59,57,54,86,63,42,30.09,30.02,29.98,10,10,9,10,4,16,0.00,2,,82
2012-5-19,82,70,59,56,53,48,90,57,31,30.14,30.07,30.02,10,9,7,13,2,,0.00,1,,55
2012-5-20,84,72,61,64,54,46,87,56,36,30.15,30.07,30.00,10,10,5,12,3,20,0.04,2,Rain-Thunderstorm,33
2012-5-21,84,74,63,64,60,54,90,68,38,30.06,29.98,29.91,10,9,6,15,3,18,0.14,4,Rain-Thunderstorm,257
2012-5-22,79,70,62,63,59,54,94,70,51,29.96,29.87,29.82,10,9,6,16,6,20,0.01,3,Rain-Thunderstorm,302
2012-5-23,82,71,60,60,57,53,90,62,37,29.89,29.86,29.82,10,10,6,10,4,,0.00,2,,289
2012-5-24,88,74,61,62,55,49,86,56,27,29.97,29.92,29.87,10,9,7,7,2,,0.00,2,,152
2012-5-25,91,78,66,63,60,55,84,54,30,30.08,30.03,29.95,10,10,9,7,2,,0.00,1,,357
2012-5-26,91,78,66,66,60,52,90,53,29,30.12,30.06,30.00,10,9,6,10,2,16,0.00,1,,14
2012-5-27,89,80,72,63,61,59,73,53,37,30.09,30.02,29.97,10,10,9,13,5,20,0.00,1,,67
2012-5-28,87,78,71,70,64,62,78,67,44,30.05,29.96,29.88,10,10,10,9,6,17,0.04,3,,66
2012-5-29,82,74,69,68,65,63,88,73,56,29.97,29.88,29.79,10,9,4,10,6,16,0.16,6,Rain,60
2012-5-30,91,78,66,65,60,50,90,66,25,29.89,29.82,29.76,10,10,7,21,8,26,0.04,2,Rain,323
2012-5-31,91,77,63,62,58,48,87,56,24,29.86,29.81,29.74,10,10,9,14,3,21,0.00,0,,212
2012-6-1,78,70,63,66,61,49,94,74,45,29.87,29.81,29.75,10,8,0,18,8,26,0.48,5,Fog-Rain,242
2012-6-2,77,65,55,52,46,41,77,52,29,29.96,29.92,29.87,10,10,10,17,8,26,0.00,0,,303
2012-6-3,84,70,57,66,58,52,87,63,45,30.04,29.95,29.86,10,10,10,13,3,24,0.00,2,,249
2012-6-4,80,72,66,66,63,61,88,73,56,29.92,29.83,29.76,10,10,5,14,7,28,0.14,4,Rain-Thunderstorm,280
2012-6-5,73,70,66,66,63,60,94,82,64,29.85,29.80,29.70,10,9,2,8,4,,0.14,6,Rain-Thunderstorm,59
2012-6-6,82,72,62,61,58,52,88,69,37,29.95,29.87,29.81,10,10,8,9,4,,0.00,5,,49
2012-6-7,84,72,63,61,56,50,87,61,35,30.06,29.99,29.94,10,10,10,9,3,,0.00,3,,88
2012-6-8,84,73,62,61,57,54,84,59,36,30.09,30.01,29.95,10,10,9,7,1,,0.00,3,,123
2012-6-9,84,73,62,59,54,48,84,53,29,30.06,30.01,29.96,10,10,9,12,3,21,0.00,1,,130
2012-6-10,73,70,66,67,64,57,94,89,59,30.10,30.05,29.99,10,6,2,7,4,,1.02,8,Rain,92
2012-6-11,80,74,68,72,69,64,94,89,71,30.10,30.05,29.98,10,7,1,10,4,,0.69,7,Rain-Thunderstorm,189
2012-6-12,84,76,69,70,67,63,94,77,52,30.02,29.95,29.88,10,9,5,13,5,23,0.00,3,,278
2012-6-13,90,78,66,70,65,62,94,67,39,29.98,29.92,29.86,10,9,2,14,4,22,0.25,3,Rain-Thunderstorm,335
2012-6-14,84,76,70,69,66,61,93,73,54,30.09,30.01,29.93,10,9,6,10,3,20,0.00,2,,71
2012-6-15,82,76,69,64,62,60,76,64,48,30.19,30.12,30.04,10,10,10,8,4,,0.00,3,,86
2012-6-16,82,72,63,61,59,57,90,65,47,30.23,30.16,30.09,10,10,10,9,3,,0.00,2,,92
2012-6-17,84,72,59,61,56,49,96,59,31,30.15,30.08,29.98,10,10,7,6,1,,0.00,0,,123
2012-6-18,87,75,63,60,58,56,84,58,35,30.11,30.04,29.99,10,9,7,7,2,,0.00,1,,161
2012-6-19,88,76,64,62,59,55,84,57,35,30.16,30.11,30.07,10,9,7,7,2,,0.00,1,,150
2012-6-20,88,76,64,64,62,59,90,60,41,30.18,30.11,30.05,10,10,8,9,2,,0.00,1,,125
2012-6-21,91,78,66,66,64,62,90,62,40,30.10,30.01,29.90,10,9,7,6,1,,0.00,1,,158
2012-6-22,93,80,68,70,65,61,90,65,35,29.95,29.89,29.81,10,8,2,14,2,18,0.09,3,Rain,184
2012-6-23,93,82,72,70,67,63,93,64,37,29.96,29.89,29.85,10,9,7,9,2,,0.01,4,,149
2012-6-24,93,82,73,70,68,65,87,64,42,29.95,29.89,29.83,10,9,7,8,3,,0.00,3,Rain,128
2012-6-25,93,81,71,69,66,60,90,62,35,29.85,29.77,29.66,10,10,10,9,4,,0.00,1,,101
2012-6-26,89,81,73,68,59,49,84,51,25,29.83,29.74,29.68,10,10,7,12,4,23,0.00,0,,56
2012-6-27,89,76,64,59,52,50,64,44,27,30.00,29.94,29.83,10,10,10,9,3,,0.00,0,,62
2012-6-28,99,81,64,64,60,57,84,51,26,30.08,29.99,29.94,10,10,9,9,3,16,0.00,0,,270
2012-6-29,102,88,75,66,61,54,71,43,20,29.93,29.88,29.80,10,10,8,10,6,,0.00,0,,286
2012-6-30,105,88,73,67,63,56,73,44,20,29.89,29.84,29.80,10,8,7,9,3,,0.00,0,,277
2012-7-1,105,91,78,68,65,60,71,46,24,30.03,29.92,29.85,8,7,6,12,4,25,0.00,0,,286
2012-7-2,91,82,73,68,66,63,73,58,45,30.10,30.04,29.96,10,9,7,16,8,24,0.00,1,,274
2012-7-3,98,84,71,72,67,60,94,71,30,30.07,30.00,29.89,10,7,1,18,5,18,0.05,3,Rain-Thunderstorm,239
2012-7-4,96,82,70,70,67,63,97,68,34,30.06,29.99,29.94,10,8,4,16,4,29,0.13,1,Thunderstorm,265
2012-7-5,98,85,72,70,66,62,91,57,30,30.04,29.95,29.86,10,9,5,13,3,23,0.01,1,Thunderstorm,321
2012-7-6,97,84,73,68,65,61,79,59,32,29.97,29.94,29.88,10,10,10,9,3,22,0.01,0,,343
2012-7-7,93,83,73,74,70,67,94,71,44,30.06,30.00,29.94,10,9,7,13,4,,0.00,3,Thunderstorm,224
2012-7-8,96,84,73,77,68,63,85,59,41,30.05,29.98,29.89,10,10,8,13,7,20,0.00,2,,253
2012-7-9,95,84,72,71,68,65,93,62,38,30.02,29.93,29.84,10,9,2,17,7,26,0.00,1,Rain-Thunderstorm,273
2012-7-10,93,82,71,72,69,65,96,77,41,30.07,29.97,29.87,10,10,6,10,5,22,0.02,3,Rain-Thunderstorm,268
2012-7-11,90,78,69,72,68,61,100,79,40,30.11,30.04,29.96,10,8,0,12,2,17,1.21,5,Fog-Rain-Thunderstorm,189
2012-7-12,84,76,69,72,70,67,100,89,56,30.14,30.08,30.00,10,8,2,9,3,16,0.59,7,Rain-Thunderstorm,127
2012-7-13,88,79,71,74,72,69,97,87,55,30.16,30.10,30.04,10,8,2,8,3,,0.11,6,Rain-Thunderstorm,126
2012-7-14,88,80,73,73,71,67,100,81,53,30.21,30.12,30.05,10,9,4,8,4,16,0.02,5,Rain,124
2012-7-15,89,80,73,72,70,65,93,71,48,30.23,30.12,30.05,10,10,10,8,3,,0.00,3,Thunderstorm,132
2012-7-16,93,82,72,72,70,67,97,73,45,30.13,30.03,29.96,10,10,8,10,2,,0.00,1,,266
2012-7-17,90,80,73,74,72,68,97,84,60,30.01,29.97,29.94,10,9,6,9,2,22,0.00,1,Rain,219
2012-7-18,91,80,71,73,70,66,100,83,55,30.08,30.00,29.94,10,9,2,30,5,48,0.69,3,Rain-Thunderstorm,255
2012-7-19,90,80,71,73,70,68,100,76,50,30.10,30.02,29.95,10,9,4,9,3,,0.00,1,,230
2012-7-20,82,78,73,74,72,71,94,82,69,30.07,29.99,29.94,10,8,2,22,8,39,0.06,6,Rain-Thunderstorm,224
2012-7-21,86,78,73,77,73,70,97,87,65,30.10,30.03,29.96,10,6,1,12,4,17,0.34,6,Rain-Thunderstorm,221
2012-7-22,91,80,71,74,71,66,100,82,48,30.23,30.13,30.08,10,7,2,7,1,,0.00,1,,275
2012-7-23,93,82,72,72,70,68,97,69,44,30.18,30.12,30.05,10,10,8,9,2,,0.00,1,,296
2012-7-24,91,82,73,72,70,68,93,65,45,30.07,30.01,29.93,10,10,7,14,4,20,0.00,0,,299
2012-7-25,95,85,77,73,71,67,82,63,42,29.99,29.93,29.88,10,10,9,10,6,,0.00,0,,301
2012-7-26,95,85,75,72,70,68,85,61,41,29.95,29.89,29.84,10,10,9,12,5,37,0.00,0,,274
2012-7-27,93,83,75,73,71,69,85,68,48,30.02,29.93,29.88,10,10,8,13,6,21,0.00,1,Rain,272
2012-7-28,95,83,73,71,68,63,85,63,36,30.02,29.97,29.92,10,10,10,10,5,28,0.00,0,,300
2012-7-29,91,82,73,69,64,58,87,57,34,30.00,29.96,29.92,10,10,10,12,6,17,0.00,1,,328
2012-7-30,93,82,70,68,63,56,81,54,30,29.96,29.92,29.88,10,10,10,10,3,,0.00,0,,336
2012-7-31,86,78,73,74,71,66,96,79,57,29.98,29.91,29.85,10,8,0,8,3,,0.17,5,Rain,235
2012-8-1,93,83,73,73,71,65,96,78,38,29.99,29.92,29.85,10,8,3,13,3,21,0.00,4,Thunderstorm,322
2012-8-2,96,84,72,70,67,63,87,63,36,29.97,29.88,29.81,10,9,2,18,4,32,0.00,1,Rain-Thunderstorm,247
2012-8-3,90,80,70,71,69,66,93,75,48,30.03,29.96,29.88,10,9,6,10,4,,0.00,2,Rain-Thunderstorm,203
2012-8-4,82,78,73,74,72,69,94,87,76,30.17,30.10,29.99,10,8,5,5,2,,0.00,5,Rain,74
2012-8-5,90,80,71,72,70,66,100,78,48,30.23,30.14,30.06,10,10,7,8,2,21,0.00,2,,95
2012-8-6,84,76,71,72,71,70,100,86,67,30.16,30.09,29.98,10,9,2,10,2,,0.00,6,Rain,122
2012-8-7,84,78,73,72,71,70,94,79,65,30.06,29.99,29.93,10,10,8,8,2,,0.00,6,Thunderstorm,157
2012-8-8,93,80,70,72,69,63,100,73,42,30.06,29.99,29.91,10,9,6,10,2,17,0.00,3,Thunderstorm,280
2012-8-9,87,78,69,75,69,64,100,83,59,30.03,29.93,29.85,10,8,0,22,3,26,1.32,4,Fog-Rain-Thunderstorm,258
2012-8-10,86,78,71,71,69,66,96,85,63,29.93,29.87,29.79,10,8,6,9,5,,0.00,7,,227
